source_node_ID,destination_node_ID
1637297221,1637297213
1637297221,8041384136
1637297229,6491019532
1637297229,8041384136
1637297229,4313709860
1637297243,8051314159
1637297243,1637297338
1637297243,8051314146
1637297255,4593699460
1637297255,84932375
1637297255,84932384
1637297317,8041384201
1637297338,1637297365
1637297338,1637297243
1637297338,4741954086
1637297345,11278436858
1637297345,8051314159
1637297345,11278436863
1637297345,1637297371
1637297365,1637297371
1637297365,1637297338
1637297365,4741954093
1637297371,1637297365
1637297371,11278436862
1637297371,1637297345
1637297411,8064416942
1637297411,8015039982
1637297411,11278436858
1637297432,8041384213
1637297432,10000759479
1637297432,10000759488
1637297439,4338404598
1637323093,4431936480
1637323153,11253961575
1637336087,2815551740
1637869182,1637869186
1637869182,1637869200
1637869182,8063267917
1637869186,1637869182
1637869200,1637869182
1637869200,7841704639
1637869200,8063958782
1637869317,3980487865
1637869317,2838529085
1637869317,2838529073
1637869317,3980487858
1637869327,9725565930
1637869335,1637898002
1637869335,2838529085
1637869335,1637869342
1637869342,1637898022
1637869342,8020559524
1637869342,1637869335
1637869362,8027237842
1637869362,84770938
1637869362,84770938
1637869398,4272412658
1637869398,8027237842
1637869398,2838529132
1637869408,84863807
1637869408,8002149213
1637869408,4272412654
1637869420,2838526697
1637869420,8008265901
1637869420,2838529132
1637869420,4431605476
1637869456,84882467
1637869456,2883830130
1637869456,8026788182
1637869456,8002158715
1637881762,8041419915
1637881762,1637881776
1637881762,5902883552
1637881773,2838529167
1637881773,84806051
1637881773,8041419915
1637881776,1637881782
1637881776,8020516168
1637881776,1637881762
1637881782,1637881776
1637881782,2831991547
1637881782,84814772
1637881796,84814772
1637881796,2934330244
1637881796,8020516167
1637881822,8016566980
1637897988,8041383925
1637898002,1637869335
1637898002,8027237846
1637898002,1637898022
1637898022,1637869342
1637898022,1637898002
1637898022,8027237845
1637898037,2838529093
1637898037,8027237846
1637898037,8027237852
1637898053,4249725620
1637898053,2838529093
1637898053,10822834461
1637898124,6135155472
1637898139,1637898158
1637898139,582417523
1637898139,582417523
1637898139,582417508
1637898158,1637898139
1638150265,1638150267
1638150265,4602847175
1638150267,1638150265
1638150267,1638150285
1638150267,4255604623
1638150285,1638150298
1638150285,1638150267
1638150285,1638150294
1638150294,1638150285
1638150298,1638150315
1638150298,1638150285
1638150298,7612366317
1638150315,1638150341
1638150315,1638150298
1638150315,1638150360
1638150341,1638150315
1638150341,7811582605
1638150341,1638150345
1638150345,1638150341
1638150360,7811582605
1638150360,1638150315
1638150360,7070983856
1639426115,84828161
1639426115,12437691527
1639426115,4255604634
1639426115,8067594580
1801870535,1801870556
1801870535,1801870536
1801870535,4147991755
1801870536,4147991756
1801870536,1801870535
1801870536,8063267886
1801870538,1801870561
1801870538,1801870559
1801870538,8063267960
1801870540,4147991761
1801870540,8063958851
1801870540,1489911072
1801870544,1801870552
1801870546,1801870547
1801870546,1801870548
1801870546,8063267882
1801870547,1801870546
1801870547,8063267883
1801870547,1801870559
1801870548,1801870546
1801870548,1801870549
1801870548,1801870557
1801870549,8063267961
1801870549,1801870548
1801870549,1801870550
1801870550,1801870549
1801870550,8063267905
1801870550,4270695576
1801870551,1801870562
1801870551,4147991756
1801870551,4249725148
1801870552,1801870544
1801870552,8063267940
1801870552,5592757733
1801870556,1801870535
1801870556,1801870561
1801870556,8063267886
1801870557,1801870548
1801870557,8063267882
1801870557,8063267961
1801870559,1801870538
1801870559,8063267884
1801870559,1801870547
1801870561,1801870556
1801870561,1801870538
1801870561,8063267885
1801870562,4249725439
1801870562,1801870551
1801870562,8063267906
2071400739,7997000851
2089578804,3881267960
2089578804,10082978361
2189034902,8057470489
2294943750,3572580220
2294943750,8057328452
2294943750,2816068725
2294943752,2816068744
2294943752,9730039674
2294943752,2816068726
2294943755,2816285503
2294943755,8064287570
2294943755,2816094972
2294943755,10082929295
2294943758,2816531121
2294943758,2816531118
2294943758,2816531120
2653866971,2653867030
2653866971,8072411713
2653866971,2934330229
2653867007,2653867032
2653867007,2653867090
2653867007,2653867047
2653867030,2653866971
2653867032,2653867053
2653867032,2653867092
2653867032,2653867007
2653867040,2934330179
2653867043,2653867094
2653867043,2653867047
2653867043,2653867045
2653867045,2653867073
2653867045,2653867043
2653867045,2934330229
2653867047,2653867043
2653867047,2653867086
2653867047,2653867007
2653867053,2653867032
2653867053,2653867090
2653867053,2934330188
2653867073,2653867045
2653867085,4431536472
2653867086,2653867047
2653867090,2934330168
2653867090,2653867053
2653867090,2653867007
2653867092,2653867032
2653867092,2934330137
2653867092,8072411713
2653867092,2934330140
2653867094,2653867043
2653872033,2653872078
2653872033,7997001074
2653872033,2653872073
2653872037,7992473541
2653872038,2653872059
2653872038,6135817497
2653872038,8011791127
2653872040,7997001074
2653872040,5955474601
2653872040,2653872072
2653872041,6135816169
2653872041,7997616986
2653872041,7984678183
2653872043,7997616961
2653872043,2653872055
2653872045,2653872057
2653872045,8011791128
2653872045,8011791127
2653872047,6135817510
2653872047,5955474602
2653872047,2653872049
2653872049,6135817514
2653872049,2653872047
2653872049,2653872054
2653872054,6135817515
2653872054,2653872049
2653872054,2653872057
2653872055,2653872043
2653872055,2653872068
2653872055,6135817512
2653872057,6135817497
2653872057,2653872054
2653872057,2653872045
2653872059,2653872038
2653872059,3812881274
2653872059,6135817515
2653872064,6492412698
2653872064,2653872068
2653872064,6492412697
2653872065,3812881274
2653872065,2653872071
2653872065,6135817514
2653872067,8011791138
2653872067,8013308586
2653872067,8011791128
2653872068,2653872055
2653872068,2653872064
2653872068,6135817513
2653872070,2653872071
2653872070,7997616961
2653872070,6135817511
2653872071,2653872065
2653872071,2653872070
2653872071,6135817510
2653872072,6135817513
2653872072,2653872040
2653872072,7997001075
2653872072,5955474600
2653872073,6492412698
2653872073,7997001075
2653872073,2653872077
2653872073,2653872033
2653872077,6492412697
2653872077,2653872073
2653872077,6492412696
2653872077,2653872078
2653872078,2653872033
2653872078,8013308727
2653872078,2653872077
2653872079,6135817511
2653872079,6492412699
2653872079,5955474602
2653881696,2653881715
2653881696,2653881715
2653881696,2653881715
2653881696,8032264574
2653881711,8032264577
2653881711,8032264504
2653881711,8032264574
2653881715,2653881696
2653881715,2653881696
2653881715,2653881696
2654104438,12435628782
2654104438,2654104482
2654104438,12435628781
2654104441,84747993
2654104441,8076535123
2654104441,2654104540
2654104442,12435628781
2654104442,9562570054
2654104442,2654104462
2654104454,8075343481
2654104454,8076529337
2654104454,8076529332
2654104462,6927924805
2654104462,8076206252
2654104462,12435628781
2654104462,2654104442
2654104473,84748054
2654104482,2654104438
2654104482,8076206252
2654104482,8076206236
2654104483,84774807
2654104483,84774818
2654104483,10300738945
2654104502,2654104603
2654104502,2654104599
2654104502,84811004
2654104540,84774819
2654104540,84747972
2654104540,2654104441
2654104599,8076017207
2654104599,6927924801
2654104599,2654104502
2654104603,2654104502
2654104610,6927924805
2654104610,2838529473
2654104610,6927924801
2654220177,84766707
2654220177,7929865179
2654220177,3903817990
2654220181,2654220370
2654220213,4742240563
2654220213,2654220590
2654220213,2654220794
2654220218,2654220724
2654220218,2654220534
2654220218,2962467448
2654220265,3903817968
2654220265,8034263589
2654220265,8034263588
2654220266,1385016997
2654220284,8034263502
2654220284,8034263504
2654220284,2654220352
2654220285,2654220332
2654220285,2962467414
2654220285,2654220724
2654220324,2654220338
2654220324,2654220776
2654220324,2962467407
2654220332,2654220285
2654220338,2654220324
2654220338,8034263505
2654220338,8034263507
2654220352,3660981361
2654220352,2654220284
2654220352,2654220763
2654220355,8034451795
2654220355,8034263507
2654220355,4269007111
2654220370,2654220788
2654220370,2654220181
2654220370,4239206806
2654220370,2654220561
2654220404,8034263397
2654220404,2654220730
2654220404,2962467402
2654220406,7046174277
2654220406,84837892
2654220406,3903817237
2654220420,8034263453
2654220420,2654220743
2654220420,2654220638
2654220429,2654220730
2654220429,8034263588
2654220429,2654220703
2654220485,2654220796
2654220485,8061229187
2654220485,2654220664
2654220534,8034263397
2654220534,2654220218
2654220534,2654220743
2654220540,8034263537
2654220540,2962467453
2654220540,3903817991
2654220548,2654220690
2654220548,2654220690
2654220548,2654220601
2654220561,8034451803
2654220561,2654220370
2654220561,3903817959
2654220590,2654220638
2654220590,8032264452
2654220590,2654220213
2654220601,2654220548
2654220601,2654220815
2654220601,2654220690
2654220638,2654220590
2654220638,10082504542
2654220638,2654220420
2654220656,1385017055
2654220664,84837894
2654220664,7046174277
2654220664,2654220485
2654220679,3903817991
2654220679,9554056352
2654220679,7120569005
2654220690,2654220548
2654220690,2654220548
2654220690,2654220601
2654220703,2962467373
2654220703,2654220429
2654220703,2654220839
2654220724,2654220285
2654220724,2654220218
2654220724,2654220763
2654220730,2654220429
2654220730,2654220404
2654220730,2962467406
2654220743,2654220420
2654220743,2654220534
2654220743,2962467372
2654220743,2962467375
2654220744,2654220794
2654220757,84811004
2654220757,84811004
2654220757,3903817959
2654220763,2969146451
2654220763,2654220724
2654220763,2654220352
2654220776,2654220324
2654220776,2962467408
2654220776,3660981361
2654220788,2654220370
2654220794,8027392341
2654220794,2654220744
2654220794,2654220213
2654220796,2977747184
2654220796,2654220485
2654220796,8061229188
2654220815,4072028361
2654220815,4072028348
2654220815,2654220601
2654220825,8027392341
2654220839,2654220703
2654220839,8034263585
2654220839,2962467371
2813300266,8066995450
2813300266,2813300272
2813300266,2813300267
2813300266,2813648655
2813300267,2813648657
2813300267,2813300266
2813300267,8066995451
2813300272,2813300266
2813300272,2813648679
2813300272,7335137854
2813567296,8066995580
2813567296,2813567296
2813567296,2813567296
2813567297,2813648617
2813567297,3881267852
2813567297,3881267856
2813567421,3881267856
2813567421,2813567422
2813567421,3881267855
2813567422,2813567421
2813567428,3881267852
2813567428,2813567429
2813567428,3881267855
2813567429,2813567428
2813648617,8079687798
2813648617,2813567297
2813648617,2813648618
2813648618,2813648617
2813648618,8066995580
2813648618,3881267856
2813648627,8066995243
2813648627,2813648661
2813648627,8066995456
2813648638,3881267852
2813648638,3881267855
2813648638,3881267856
2813648644,8066995580
2813648644,2813648646
2813648644,8066995312
2813648646,2813690009
2813648646,2813690010
2813648646,2813648644
2813648652,2813690009
2813648652,2813648673
2813648655,2813300266
2813648655,8066995454
2813648655,7335137854
2813648657,8066995448
2813648657,2813300267
2813648657,2813745015
2813648657,2813648658
2813648658,2813648659
2813648658,2813690022
2813648658,2813648657
2813648659,8066995243
2813648659,8066995437
2813648659,2813648658
2813648661,2813648627
2813648661,8066995457
2813648661,8066995455
2813648662,8066995457
2813648673,2813690008
2813648673,2813745023
2813648673,2813648652
2813648679,2813300272
2813648679,8067594244
2813648679,2813745023
2813690006,2813690008
2813690006,2814344744
2813690006,2813690010
2813690008,2813690009
2813690008,2813648673
2813690008,2813690006
2813690009,2813648646
2813690009,2813690008
2813690009,2813648652
2813690010,2813648646
2813690010,2813690006
2813690010,2813690012
2813690012,8066995445
2813690012,2813690010
2813690012,2814344745
2813690022,2813648658
2813690022,8066995456
2813690022,8066995451
2813745015,2813745017
2813745015,2813648657
2813745015,2814344745
2813745017,2813745022
2813745017,2813745015
2813745017,2813745018
2813745018,2813745017
2813745018,2814344745
2813745018,2814344744
2813745022,2813745017
2813745022,2813745023
2813745022,2814344744
2813745023,2813745022
2813745023,2813648679
2813745023,2813648673
2814246587,9730039695
2814246587,2814246588
2814246587,2814246592
2814246588,10082929244
2814246588,2814246587
2814246588,582711198
2814246592,9730039695
2814246592,2814246587
2814246592,10024829284
2814246592,582711198
2814246593,2816531136
2814246593,9730039691
2814246593,582711198
2814344744,2813745022
2814344744,2813745018
2814344744,2813690006
2814344745,2813745015
2814344745,8066995446
2814344745,2813745018
2814344745,2813690012
2815551731,2815551732
2815551731,8064287491
2815551731,582711202
2815551731,582711205
2815551732,2815551731
2815551732,2815551737
2815551732,8064273356
2815551737,8064273352
2815551737,2815551732
2815551737,8064273356
2815551740,2815551742
2815551740,1637336087
2815551740,8064273364
2815551742,8064273361
2815551742,2815551740
2815551742,8064273383
2815551745,8064287792
2815551745,2815551748
2815551745,8064287502
2815551745,8064287491
2815551748,9730039672
2815551748,9730039668
2815551748,2815551745
2815551748,8064287498
2815551757,8067594277
2815551757,2815551766
2815551757,2816326678
2815551761,2815551766
2815551765,2815551766
2815551765,2816326679
2815551765,2816326678
2815551765,3881267866
2815551766,2815551765
2815551766,2815551761
2815551766,2815551757
2815551782,8066060294
2815551782,2816326645
2815551782,3881267872
2815734196,2815734197
2815734196,8057480675
2815734196,8057480681
2815734197,2815734196
2815734197,8057480691
2815734197,2816068788
2815734901,10082775766
2815734901,2815734902
2815734901,8057480691
2815734902,10082775757
2815734902,2815734901
2815734902,10082775764
2815734902,10082775760
2815734919,2815734935
2815734919,3980487879
2815734919,3881267913
2815734919,2815734943
2815734919,9730039684
2815734920,2815734935
2815734920,8057470529
2815734920,9730039681
2815734928,2815734934
2815734928,9730039681
2815734928,9730039679
2815734934,10773822281
2815734934,3980487879
2815734934,2815734928
2815734935,2815734920
2815734935,2815734919
2815734935,3980487879
2815734943,9306662851
2815734943,8057470502
2815734943,3881267912
2815734943,2815734919
2815999823,8057470511
2815999823,8057470509
2815999823,3881267912
2815999823,8045866263
2815999825,2816068702
2815999825,8057470531
2815999825,2815999845
2815999845,3881267913
2815999845,2815999825
2815999845,8057470531
2816068702,4713794597
2816068702,2815999825
2816068702,2816068703
2816068702,9730039691
2816068703,2816068702
2816068703,4713794596
2816068703,4713794597
2816068709,4713792680
2816068709,8064287629
2816068709,2816068741
2816068710,3980487883
2816068710,2816531118
2816068710,1280386255
2816068711,3980487883
2816068711,8064287629
2816068711,4713792678
2816068712,2816068741
2816068712,2816068725
2816068712,4713792683
2816068713,9730039673
2816068714,10082929278
2816068714,3572580220
2816068714,9730039673
2816068725,2816068712
2816068725,2816068742
2816068725,2294943750
2816068726,3572580219
2816068726,2294943752
2816068726,3572580220
2816068741,2816068712
2816068741,2816068709
2816068741,3572580219
2816068742,3572580219
2816068742,2816068725
2816068742,3572580220
2816068744,3572580219
2816068744,2294943752
2816068744,2816068745
2816068745,2816068749
2816068745,2816068747
2816068745,2816068744
2816068747,2816068745
2816068749,2816068745
2816068788,4277265039
2816068788,2815734197
2816068788,3980487864
2816068788,2816370050
2816068791,2816370049
2816068791,4571205129
2816068791,4571205129
2816094968,2816094972
2816094968,2816094971
2816094968,8064287784
2816094971,8064287576
2816094971,2816094968
2816094971,8064287784
2816094972,2816094968
2816094972,8064287790
2816094972,2294943755
2816285503,2294943755
2816285503,8064287791
2816285503,2816285508
2816285508,2816285509
2816285508,11246964252
2816285508,8064287791
2816285508,2816285503
2816285509,2816285508
2816285509,2816285517
2816285509,8064287549
2816285517,8064287548
2816285517,2816285518
2816285517,2816285509
2816285518,2816285517
2816285518,8064287773
2816285518,2816285523
2816285523,2816510151
2816285523,2816285518
2816285523,11246964254
2816285534,11167948514
2816285534,4741818628
2816285534,4741818655
2816285534,9443053741
2816285539,8064287548
2816326645,4741901599
2816326645,7301178823
2816326645,2815551782
2816326645,8066060288
2816326648,84796460
2816326648,2816326653
2816326648,8066060444
2816326653,8066060288
2816326653,84796460
2816326653,2816326648
2816326653,8066995584
2816326661,2816326668
2816326661,8066995584
2816326661,8066995584
2816326665,2816326666
2816326665,8067594238
2816326665,3881267860
2816326666,2816326665
2816326666,8067594272
2816326666,8067594273
2816326668,2816326661
2816326668,8066991378
2816326668,8066991377
2816326668,8066991381
2816326678,2815551765
2816326678,2816326679
2816326678,2815551757
2816326679,2815551765
2816326679,2816326678
2816326679,11282532377
2816370049,3980487864
2816370049,2816068791
2816370050,8057480626
2816370050,2816068788
2816370050,8057480688
2816510151,8064287767
2816510151,2816285523
2816510151,8064287765
2816510164,3980487864
2816510164,2816510166
2816510164,4277265039
2816510166,4277265039
2816510166,2816510164
2816531103,2816531105
2816531103,3980487890
2816531103,4593699430
2816531105,2816531103
2816531105,8057328444
2816531105,5626051066
2816531111,2816531112
2816531111,5626051066
2816531111,4593699432
2816531112,84877026
2816531112,2816531111
2816531112,84877024
2816531112,4713794599
2816531118,2816531120
2816531118,2294943758
2816531118,2816068710
2816531119,8064287641
2816531119,4713792686
2816531119,2816531123
2816531120,3980487885
2816531120,2816531118
2816531120,3980487883
2816531120,2294943758
2816531120,4713792678
2816531121,3980487885
2816531121,2816531123
2816531121,2294943758
2816531122,3980487885
2816531123,2816531119
2816531123,5626051082
2816531123,2816531121
2816531134,4713792686
2816531135,4713794597
2816531135,4713794598
2816531135,4713794589
2816531136,2814246593
2816531136,4713794589
2816531136,4713794597
2816531142,3881267855
2825241883,11285146741
2825241883,9443053724
2825241883,11285146743
2831343526,2837747264
2831343526,8026863339
2831343526,2831991587
2831343527,2837747169
2831343527,8026935069
2831343527,3903818042
2831343527,4272412664
2831343527,8026863263
2831343527,8026863244
2831343531,8026863264
2831343531,8026863265
2831343531,2837747458
2831343553,8008266084
2831343553,2837747276
2831343553,2831991588
2831991547,1637881782
2831991547,2838529167
2831991547,8041387946
2831991587,2831991588
2831991587,2831343526
2831991587,7997612941
2831991588,2831991587
2831991588,4431536473
2831991588,2831343553
2831992521,4272412791
2831992521,8020559524
2831992521,8027237842
2831992534,4272412791
2831992534,2831992541
2831992534,2838529167
2831992534,8020559548
2831992541,2831992534
2837747169,3903818042
2837747169,4272413041
2837747169,2831343527
2837747170,3903818042
2837747170,3881267938
2837747170,2837747230
2837747171,3881267938
2837747203,4272413041
2837747203,2837747206
2837747203,3903818042
2837747206,2837747429
2837747206,2837747435
2837747206,2837747203
2837747211,84806022
2837747211,4431932047
2837747211,7997612941
2837747211,2838529033
2837747229,2837747230
2837747230,2837747229
2837747230,2837747170
2837747230,2837747232
2837747232,2837747424
2837747232,2837747423
2837747232,2837747230
2837747236,2837747406
2837747236,2837747409
2837747236,2837747414
2837747243,2837747290
2837747243,2837747286
2837747243,2837747296
2837747255,2837747276
2837747259,4272413044
2837747259,2837747260
2837747259,2837747453
2837747259,2837747435
2837747260,8026863201
2837747260,8026863200
2837747260,2837747259
2837747262,8026863200
2837747263,8026863339
2837747264,2831343526
2837747264,4431536472
2837747264,4431536471
2837747273,2837747283
2837747273,4431536471
2837747273,2837747274
2837747273,2837747286
2837747274,2837747276
2837747274,2837747276
2837747274,2837747273
2837747276,2831343553
2837747276,2837747274
2837747276,2837747274
2837747276,2837747255
2837747281,2837747283
2837747283,2837747281
2837747283,2837747273
2837747283,2837747286
2837747286,2837747283
2837747286,2837747290
2837747286,2837747273
2837747286,2837747243
2837747289,2837747290
2837747290,2837747289
2837747290,2837747286
2837747290,2837747243
2837747296,2837747300
2837747296,2837747243
2837747296,2837747404
2837747300,2837747401
2837747300,2837747296
2837747300,2837747404
2837747401,2837747300
2837747404,2837747409
2837747404,2837747300
2837747404,2837747296
2837747405,2837747406
2837747406,2837747405
2837747406,2837747409
2837747406,2837747236
2837747409,2837747404
2837747409,2837747406
2837747409,2837747236
2837747414,2837747417
2837747414,2837747236
2837747414,2837747423
2837747417,2837747419
2837747417,2837747414
2837747417,2837747423
2837747419,2837747417
2837747423,2837747417
2837747423,2837747414
2837747423,2837747232
2837747424,2837747232
2837747426,2837747427
2837747427,2837747426
2837747427,2837747429
2837747427,2837747435
2837747429,3881267938
2837747429,2837747427
2837747429,2837747206
2837747435,2837747427
2837747435,2837747259
2837747435,2837747206
2837747444,8026863200
2837747446,8026863330
2837747448,8026863262
2837747453,4431932047
2837747453,8026863262
2837747453,2837747259
2837747454,8026863263
2837747456,8026863264
2837747458,2831343531
2837747460,8026863265
2837747465,8026863266
2838526628,2838529034
2838526629,4272412975
2838526629,2838526642
2838526629,4272413036
2838526637,7997612965
2838526637,2838526690
2838526637,4272412975
2838526642,2838529034
2838526642,10106680529
2838526642,2838526629
2838526647,3980487897
2838526649,3874857051
2838526649,2838526666
2838526649,2838526668
2838526649,2838526672
2838526653,4338553901
2838526653,4272413101
2838526653,8008266041
2838526666,2838526649
2838526666,10106680531
2838526666,2838529005
2838526668,2838526669
2838526668,2838526649
2838526668,2838529062
